# Target Sample Rate: 400 Hz
time,gFx,gFy,gFz,TgF
9.383764893,-0.0248,0.7185,0.6144,0.946
9.386434945,-0.0160,0.8641,0.6281,1.068
9.391393434,-0.0453,0.8377,0.6301,1.049
9.396833122,-0.0502,0.7742,0.6218,0.994
9.40105432,-0.0307,0.7244,0.6100,0.948
9.403662236,-0.0038,0.8602,0.6188,1.060
9.408878955,-0.0287,0.8656,0.6257,1.068
9.414513434,-0.0458,0.8465,0.6266,1.054
9.41764807,0.0280,0.7410,0.5954,0.951
9.421673591,0.0299,0.7752,0.5973,0.979
9.424325674,-0.0556,0.7874,0.6159,1.001
9.428993226,-0.0522,0.7595,0.6110,0.976
9.434266247,-0.0483,0.7410,0.6071,0.959
9.438946039,-0.0414,0.7283,0.6003,0.945
9.443884216,-0.0351,0.7200,0.5978,0.936
9.446593278,-0.0018,0.8602,0.6164,1.058
9.451316768,-0.0062,0.8651,0.6179,1.063
9.454173174,-0.0307,0.7122,0.5944,0.928
9.459259945,-0.0292,0.7126,0.5959,0.929
9.464407236,-0.0297,0.7151,0.5973,0.932
9.46790182,-0.0009,0.8607,0.6213,1.061
9.471597184,0.0050,0.8548,0.6218,1.057
9.474291351,-0.0375,0.7253,0.6037,0.944
9.47680432,0.0128,0.8446,0.6183,1.047
9.479782914,-0.0429,0.7356,0.6056,0.954
9.484147601,-0.0478,0.7473,0.6091,0.965
9.486910778,0.0260,0.8089,0.6139,1.016
9.491834632,0.0304,0.7874,0.6105,0.997
9.496621768,0.0304,0.7644,0.6047,0.975
9.499208955,-0.0580,0.8133,0.6237,1.027
9.502036559,0.0270,0.7410,0.6032,0.956
9.510203747,0.0182,0.7200,0.5988,0.937
9.514389372,-0.0292,0.8695,0.6266,1.072
9.516959111,-0.0077,0.7019,0.5920,0.918
9.522186664,-0.0238,0.7102,0.5964,0.928
9.526071924,0.0079,0.8543,0.6198,1.056
9.529935309,0.0241,0.8250,0.6091,1.026
9.534506247,0.0333,0.7879,0.6051,0.994
9.538501611,-0.0551,0.8035,0.6154,1.014
9.542077966,-0.0473,0.8363,0.6222,1.043
9.54707307,-0.0341,0.8597,0.6271,1.065
9.552411403,-0.0131,0.8670,0.6281,1.071
9.557548851,0.0109,0.8504,0.6232,1.054
9.56203208,0.0304,0.8153,0.6159,1.022
9.567346559,0.0382,0.7723,0.6047,0.982
9.571972236,0.0333,0.7293,0.6007,0.945
9.574749632,-0.0385,0.8499,0.6286,1.058
9.57978557,-0.0175,0.8656,0.6301,1.071
9.584451091,0.0050,0.8543,0.6296,1.061
9.586972393,-0.0360,0.7205,0.6042,0.941
9.590345413,0.0231,0.8221,0.6179,1.029
9.594921611,0.0304,0.7742,0.6081,0.985
9.599665934,0.0221,0.7307,0.5993,0.945
9.603919216,-0.0473,0.8548,0.6310,1.064
9.606629372,0.0031,0.7048,0.5973,0.924
9.610447028,-0.0263,0.7073,0.6017,0.929
9.614959059,-0.0009,0.8558,0.6291,1.062
9.617758122,0.0177,0.8148,0.6213,1.025
9.623121559,0.0221,0.7654,0.6081,0.978
9.625775622,-0.0610,0.8397,0.6281,1.050
9.630001091,-0.0409,0.8714,0.6315,1.077
9.635426038,-0.0136,0.8705,0.6286,1.074
9.640048434,0.0109,0.8367,0.6213,1.042
9.642605205,-0.0595,0.7679,0.6105,0.983
9.645852549,0.0236,0.7854,0.6076,0.993
9.64843458,-0.0634,0.8216,0.6198,1.031
9.652784268,-0.0507,0.8651,0.6252,1.069
9.657921559,-0.0248,0.8753,0.6227,1.075
9.662901976,0.0065,0.8495,0.6125,1.047
9.665807184,-0.0526,0.7561,0.5964,0.964
9.670121195,-0.0605,0.8118,0.6047,1.014
9.674987393,-0.0473,0.8578,0.6125,1.055
9.677542184,0.0084,0.7102,0.5807,0.917
9.680187913,-0.0209,0.8744,0.6135,1.068
9.684896507,0.0109,0.8539,0.6091,1.049
9.687784945,-0.0419,0.7468,0.5924,0.954
9.692666143,-0.0517,0.8011,0.6042,1.005
9.69774932,-0.0414,0.8480,0.6135,1.047
9.702860205,-0.0170,0.8675,0.6183,1.065
9.705576143,-0.0121,0.7029,0.5876,0.916
9.710514632,-0.0385,0.7361,0.5988,0.950
9.717180622,0.0324,0.8001,0.6095,1.006
9.721704684,-0.0419,0.8416,0.6242,1.049
9.726204216,-0.0165,0.8646,0.6315,1.071
9.728761611,-0.0087,0.6980,0.6003,0.921
9.733865622,-0.0355,0.7332,0.6144,0.957
9.738089893,-0.0487,0.7889,0.6315,1.012
9.740734684,0.0373,0.7400,0.6154,0.963
9.745863486,0.0162,0.6994,0.6076,0.927
9.75054557,-0.0126,0.6990,0.6051,0.925
9.753046507,0.0143,0.8451,0.6335,1.056
9.755704632,-0.0404,0.7351,0.6149,0.959
9.758541455,0.0333,0.7967,0.6227,1.012
9.763043018,0.0363,0.7400,0.6125,0.961
9.765541247,-0.0390,0.8446,0.6389,1.060
9.769736195,0.0172,0.7029,0.6066,0.929
9.773381872,-0.0136,0.7019,0.6066,0.928
9.779494424,-0.0434,0.7415,0.6154,0.965
9.783020882,-0.0566,0.8025,0.6262,1.019
9.785835674,0.0285,0.7415,0.6100,0.961
9.794459163,0.0065,0.7063,0.6017,0.928
9.797157549,-0.0243,0.7078,0.6066,0.932
9.802176351,-0.0507,0.7468,0.6144,0.968
9.804762705,0.0285,0.7947,0.6169,1.006
9.808853643,0.0255,0.7371,0.6027,0.952
9.814346455,0.0060,0.7024,0.5964,0.921
9.81980958,-0.0248,0.7078,0.5964,0.926
9.823984893,-0.0492,0.7527,0.6056,0.967
9.828526559,0.0309,0.7889,0.6081,0.997
9.831927653,0.0265,0.7327,0.5924,0.943
9.835956559,0.0031,0.7004,0.5880,0.915
9.841258122,-0.0272,0.7073,0.5900,0.921
9.843949268,0.0158,0.8343,0.6115,1.035
9.846628903,-0.0487,0.7522,0.6003,0.964
9.852797445,-0.0556,0.8128,0.6125,1.019
9.857212861,-0.0414,0.8563,0.6208,1.058
9.86115958,-0.0106,0.8651,0.6203,1.065
9.864155882,-0.0302,0.7117,0.5920,0.926
9.86849307,0.0158,0.8328,0.6120,1.034
9.87146208,0.0290,0.7781,0.6027,0.985
9.876346768,0.0172,0.7263,0.5968,0.940
9.879955778,-0.0448,0.8641,0.6291,1.070
9.883145153,-0.0087,0.7038,0.5954,0.922
9.886547913,-0.0409,0.7209,0.6017,0.940
9.889873278,0.0104,0.8348,0.6203,1.040
9.892481507,-0.0654,0.7713,0.6135,0.988
9.896272861,-0.0663,0.8314,0.6262,1.043
9.900208695,0.0084,0.7273,0.6003,0.943
9.904930257,-0.0180,0.7073,0.5983,0.927
9.909320465,-0.0502,0.7278,0.6012,0.945
9.911935518,0.0050,0.8333,0.6193,1.038
9.915616455,-0.0688,0.7786,0.6135,0.994
9.919977861,-0.0693,0.8358,0.6222,1.044
9.924813122,-0.0483,0.8729,0.6271,1.076
9.929587601,-0.0204,0.7073,0.5934,0.923
9.942415361,-0.0478,0.7297,0.5988,0.945
9.947903851,-0.0404,0.8710,0.6271,1.074
9.951451455,-0.0082,0.8646,0.6208,1.064
9.954484111,-0.0443,0.7263,0.5949,0.940
9.95721333,0.0187,0.8201,0.6095,1.022
9.961856455,0.0309,0.7600,0.6012,0.970
9.964456768,-0.0541,0.8324,0.6222,1.041
9.967193122,0.0162,0.7131,0.5934,0.928
9.97031583,-0.0302,0.8636,0.6271,1.068
9.975457705,0.0035,0.8563,0.6271,1.061
9.980143695,0.0280,0.8118,0.6188,1.021
9.982929059,-0.0512,0.7786,0.6159,0.994
9.988014476,-0.0468,0.8343,0.6271,1.045
9.990845465,0.0216,0.7078,0.5944,0.924
9.994303382,-0.0228,0.8641,0.6271,1.068
9.997306403,0.0079,0.8534,0.6266,1.059
10.002724059,0.0324,0.8069,0.6183,1.017
10.005349997,-0.0487,0.7791,0.6183,0.996
10.009296872,0.0377,0.7503,0.6095,0.967
10.013218486,0.0250,0.7058,0.5983,0.926
10.017924215,-0.0199,0.8597,0.6335,1.068
10.020672757,-0.0043,0.8636,0.6345,1.072
10.02470609,-0.0087,0.7009,0.6051,0.926
10.03076708,-0.0053,0.8612,0.6345,1.070
10.035238382,-0.0380,0.8524,0.6350,1.064
10.040718278,-0.0531,0.8074,0.6276,1.024
10.045312236,-0.0365,0.7322,0.6169,0.958
10.04799557,-0.0106,0.8543,0.6232,1.058
10.051946455,-0.0487,0.8128,0.6296,1.029
10.054946767,0.0187,0.8074,0.6105,1.012
10.059762132,-0.0375,0.8431,0.6257,1.051
10.06324807,0.0197,0.7752,0.6071,0.985
10.067357757,-0.0346,0.8431,0.6198,1.047
10.071277028,0.0148,0.7771,0.6071,0.986
10.075406142,-0.0414,0.8299,0.6213,1.038
10.08075458,-0.0101,0.7288,0.6174,0.955
10.085594059,-0.0126,0.8333,0.6154,1.036
10.088482392,0.0084,0.7591,0.6120,0.975
10.091130361,-0.0272,0.7478,0.6159,0.969
10.096619372,-0.0028,0.8187,0.6139,1.023
10.100782288,-0.0253,0.7522,0.6154,0.972
10.105591924,-0.0057,0.8187,0.6130,1.023
10.110266507,-0.0111,0.7493,0.6120,0.968
10.115503434,-0.0297,0.7854,0.6164,0.999
10.120701455,0.0050,0.7620,0.6110,0.977
10.123212445,-0.0140,0.7561,0.6159,0.975
10.128129788,-0.0175,0.8074,0.6193,1.018
10.132847497,0.0045,0.7723,0.6120,0.985
10.137525101,-0.0165,0.7659,0.6198,0.985
10.140330882,-0.0209,0.7864,0.6227,1.003
10.143019684,-0.0150,0.7967,0.6213,1.010
10.147544736,-0.0004,0.7762,0.6130,0.989
10.150864215,-0.0038,0.7649,0.6154,0.982
10.153610674,-0.0106,0.7630,0.6183,0.982
10.158048747,-0.0175,0.7840,0.6213,1.000
10.163248747,-0.0101,0.7879,0.6169,1.001
10.167847236,-0.0043,0.7732,0.6139,0.987
10.172485101,-0.0082,0.7688,0.6144,0.984
10.17516984,-0.0116,0.7723,0.6154,0.988
10.178426924,-0.0106,0.7776,0.6174,0.993
10.182611403,-0.0087,0.7801,0.6174,0.995
10.185385674,-0.0057,0.7766,0.6169,0.992
10.188800622,-0.0023,0.7737,0.6169,0.990
10.192714945,-0.0038,0.7737,0.6218,0.993
10.195495361,-0.0043,0.7737,0.6213,0.992
10.198732288,-0.0072,0.7742,0.6188,0.991
10.202758955,-0.0126,0.7762,0.6174,0.992
10.206001038,-0.0160,0.7762,0.6179,0.992
10.208524945,-0.0175,0.7806,0.6213,0.998
10.211736507,-0.0180,0.7815,0.6222,0.999
10.217350049,-0.0160,0.7869,0.6247,1.005
10.22062333,-0.0126,0.7903,0.6252,1.008
10.22418333,-0.0111,0.7908,0.6222,1.006
10.231535101,-0.0111,0.7923,0.6198,1.006
10.237644372,-0.0116,0.7874,0.6149,0.999
10.240942132,-0.0121,0.7840,0.6115,0.994
10.243665309,-0.0131,0.7825,0.6086,0.991
10.24644708,-0.0121,0.7820,0.6086,0.991
10.251039684,-0.0092,0.7820,0.6051,0.989
10.256444997,-0.0048,0.7815,0.6071,0.990
10.260595986,-0.0004,0.7825,0.6081,0.991
10.264352132,0.0016,0.7810,0.6086,0.990
10.268948903,0.0050,0.7806,0.6115,0.992
10.273581455,0.0065,0.7820,0.6149,0.995
10.278640778,0.0089,0.7752,0.6183,0.992
10.283038694,0.0031,0.7688,0.6193,0.987
10.287012497,-0.0004,0.7723,0.6203,0.991
10.291135153,0.0045,0.7898,0.6222,1.006
10.295643747,0.0197,0.7688,0.6213,0.989
10.301988851,-0.0009,0.7561,0.6271,0.982
10.308308122,0.0070,0.8079,0.6266,1.022
10.311667601,0.0172,0.7361,0.6188,0.962
10.325743903,-0.0136,0.7561,0.6247,0.981
10.328782965,0.0319,0.7752,0.6144,0.990
10.331875622,-0.0004,0.7185,0.6159,0.946
10.336830413,0.0216,0.8079,0.6144,1.015
10.34121958,-0.0360,0.7967,0.6242,1.013
10.344477601,0.0167,0.8221,0.6110,1.024
10.347142444,0.0075,0.7131,0.6110,0.939
10.351203799,0.0172,0.8128,0.6071,1.015
10.357365622,-0.0443,0.8397,0.6208,1.045
10.361898851,-0.0448,0.7390,0.6232,0.968
10.366577757,0.0045,0.7185,0.6154,0.946
10.371246872,0.0143,0.8045,0.6198,1.016
10.373860309,-0.0409,0.7229,0.6291,0.959
10.376379267,-0.0248,0.8602,0.6374,1.071
10.379309476,0.0045,0.7136,0.6169,0.943
10.383666715,0.0226,0.7752,0.6169,0.991
10.386273278,-0.0551,0.7552,0.6340,0.988
10.389300986,0.0035,0.8402,0.6252,1.047
10.394060465,-0.0253,0.8626,0.6306,1.069
10.399052444,-0.0483,0.8402,0.6315,1.052
10.401675153,0.0285,0.7478,0.6022,0.961
10.404363903,-0.0531,0.7947,0.6257,1.013
10.407173851,0.0290,0.7952,0.6100,1.003
10.410713226,-0.0468,0.7498,0.6183,0.973
10.415259632,-0.0311,0.7170,0.6032,0.938
10.419561247,-0.0136,0.6999,0.5949,0.919
10.424375049,0.0006,0.6960,0.5905,0.913
10.432331872,-0.0248,0.8582,0.6208,1.060
10.438131924,-0.0375,0.8455,0.6188,1.048
10.442430726,-0.0424,0.8397,0.6169,1.043
10.446855882,-0.0419,0.8363,0.6135,1.038
10.449664059,0.0333,0.7190,0.5846,0.927
10.454868278,0.0324,0.7195,0.5880,0.930
10.457923642,-0.0409,0.8353,0.6183,1.040
10.462076038,-0.0395,0.8382,0.6208,1.044
10.467158174,-0.0370,0.8431,0.6227,1.049
10.471585309,-0.0331,0.8470,0.6232,1.052
10.476559163,-0.0272,0.8524,0.6252,1.057
10.479885153,0.0065,0.6853,0.5920,0.906
10.484244215,-0.0043,0.6799,0.5895,0.900
10.487057809,-0.0106,0.8475,0.6208,1.051
10.491931924,-0.0038,0.8387,0.6169,1.041
10.49805484,0.0060,0.8255,0.6115,1.027
10.502646663,0.0138,0.8045,0.6047,1.006
10.506864215,0.0153,0.7771,0.5973,0.980
10.509652132,-0.0717,0.7825,0.6066,0.993
10.512218069,0.0143,0.7493,0.5929,0.956
10.516893903,0.0040,0.7239,0.5876,0.932
10.520187132,-0.0668,0.8499,0.6174,1.053
10.522958226,-0.0116,0.7078,0.5851,0.918
10.528139528,-0.0311,0.7029,0.5836,0.914
10.535183434,-0.0517,0.7146,0.5871,0.926
10.541985517,-0.0693,0.7429,0.5944,0.954
10.545505049,0.0060,0.7781,0.5993,0.982
10.550348903,0.0026,0.7395,0.5964,0.950
10.554935569,-0.0121,0.7126,0.5954,0.929
10.560201767,-0.0336,0.7087,0.6003,0.929
10.562882288,-0.0243,0.8680,0.6291,1.072
10.567225101,-0.0004,0.8377,0.6306,1.049
10.570641559,-0.0683,0.7639,0.6242,0.989
10.575232601,-0.0673,0.8104,0.6379,1.033
10.580304424,-0.0541,0.8485,0.6467,1.068
10.584559788,-0.0292,0.8656,0.6540,1.085
10.587984163,-0.0087,0.6960,0.6242,0.935
10.590699371,0.0040,0.8558,0.6574,1.079
10.594704476,0.0338,0.8187,0.6540,1.048
10.598161507,-0.0336,0.7547,0.6486,0.996
10.603040465,-0.0258,0.7996,0.6657,1.041
10.607382184,-0.0057,0.8314,0.6770,1.072
10.610001871,0.0495,0.6770,0.6486,0.939
10.612823955,0.0265,0.8407,0.6853,1.085
10.615534892,0.0319,0.6721,0.6525,0.937
10.618406038,0.0602,0.8192,0.6809,1.067
10.622733903,0.0900,0.7752,0.6760,1.032
10.625305882,0.0104,0.7478,0.6779,1.009
10.629930465,0.0192,0.7952,0.6897,1.053
10.633038694,0.0934,0.6711,0.6628,0.948
10.637703694,0.0685,0.6525,0.6638,0.933
10.642571819,0.0373,0.6662,0.6701,0.946
10.647878851,0.0099,0.7102,0.6784,0.982
10.650672132,0.0886,0.7268,0.6760,0.997
10.653708851,-0.0018,0.7610,0.6877,1.026
10.658257705,0.0050,0.8030,0.6931,1.061
10.663225049,0.0226,0.8187,0.6916,1.072
10.668849215,0.0417,0.7986,0.6872,1.054
10.67333109,0.0504,0.7571,0.6721,1.014
10.675876351,-0.0390,0.7639,0.6755,1.021
10.680486871,-0.0380,0.8162,0.6760,1.060
10.683035986,0.0162,0.6779,0.6413,0.933
10.685605309,-0.0189,0.8426,0.6755,1.080
10.690862601,0.0016,0.8309,0.6652,1.064
10.695205257,0.0153,0.7923,0.6525,1.027
10.698427861,-0.0707,0.7747,0.6501,1.014
10.703288746,-0.0751,0.8148,0.6569,1.049
10.70836333,-0.0781,0.8226,0.6555,1.055
10.713120101,-0.0859,0.8113,0.6530,1.045
10.717211403,-0.0018,0.7810,0.6286,1.003
10.720855413,-0.0170,0.8314,0.6354,1.047
10.740647236,-0.0663,0.7258,0.6301,0.963
10.743251351,-0.0883,0.7776,0.6135,0.994
10.746241976,-0.0473,0.8529,0.6027,1.045
10.74875833,-0.0316,0.7366,0.5905,0.945
10.751404215,-0.0873,0.7884,0.6032,0.996
10.75398984,-0.0483,0.8470,0.5920,1.034
10.759135048,-0.0844,0.7693,0.5959,0.977
10.76312583,-0.0644,0.8455,0.5895,1.033
10.768922236,-0.0688,0.7434,0.5885,0.951
10.773415101,-0.0473,0.7498,0.5788,0.948
10.778915726,-0.0825,0.8392,0.5841,1.026
10.781889476,-0.0492,0.8143,0.5788,1.000
10.786257548,-0.0893,0.7810,0.5827,0.979
10.791254684,-0.0654,0.8299,0.5841,1.017
10.794290986,-0.0590,0.7830,0.5807,0.977
10.798398017,-0.1010,0.8153,0.5885,1.011
10.805773642,-0.0869,0.8441,0.5885,1.033
10.826955413,-0.0688,0.7894,0.5812,0.983
10.831947028,-0.0732,0.8260,0.5964,1.021
10.838523694,-0.0512,0.8040,0.5949,1.001
10.842802705,-0.0605,0.7913,0.6066,0.999
10.846897757,-0.0517,0.8035,0.6086,1.009
10.849871767,-0.0434,0.8011,0.6066,1.006
10.85503958,-0.0311,0.7845,0.6095,0.994
10.858948278,-0.0307,0.7766,0.6105,0.988
10.861617184,-0.0302,0.7781,0.6154,0.993
10.864203798,-0.0297,0.7801,0.6174,0.995
10.867084371,-0.0258,0.7820,0.6139,0.995
10.870029892,-0.0219,0.7835,0.6120,0.994
10.877781455,-0.0184,0.7820,0.6095,0.992
10.885153851,-0.0062,0.7752,0.6139,0.989
10.89055833,-0.0028,0.7688,0.6115,0.982
10.894943069,-0.0038,0.7644,0.6095,0.978
10.906977028,-0.0023,0.7639,0.6120,0.979
10.911347965,0.0104,0.7639,0.6218,0.985
10.916638017,0.0128,0.7644,0.6242,0.987
10.920341715,0.0133,0.7591,0.6247,0.983
10.92638859,0.0138,0.7566,0.6257,0.982
10.929024059,0.0143,0.7566,0.6301,0.985
10.933218225,0.0138,0.7556,0.6301,0.984
10.936178903,0.0138,0.7542,0.6325,0.984
10.939152496,0.0118,0.7552,0.6345,0.986
10.945053642,0.0114,0.7552,0.6354,0.987
10.949135048,0.0084,0.7556,0.6350,0.987
10.95508333,0.0079,0.7581,0.6359,0.990
10.959261715,-0.0043,0.7635,0.6354,0.993
10.964549163,-0.0067,0.7644,0.6330,0.993
10.970817288,-0.0092,0.7649,0.6350,0.994
10.974813746,-0.0111,0.7669,0.6354,0.996
10.979281715,-0.0116,0.7679,0.6403,1.000
10.98457484,-0.0121,0.7683,0.6428,1.002
10.986968955,-0.0155,0.7698,0.6418,1.002
10.989687236,-0.0170,0.7693,0.6403,1.001
10.992580673,-0.0175,0.7693,0.6393,1.000
10.997180309,-0.0194,0.7703,0.6359,0.999
11.002366819,-0.0194,0.7727,0.6364,1.001
11.005010205,-0.0204,0.7737,0.6359,1.002
11.009786715,-0.0224,0.7742,0.6340,1.001
11.012353278,-0.0233,0.7757,0.6325,1.001
11.015613121,-0.0238,0.7771,0.6315,1.002
11.019218434,-0.0258,0.7781,0.6281,1.000
11.02875484,-0.0272,0.7781,0.6232,0.997
11.033499111,-0.0336,0.7806,0.6159,0.995
11.036587757,-0.0331,0.7815,0.6193,0.998
11.039794007,-0.0365,0.7825,0.6183,0.998
11.042449996,-0.0370,0.7820,0.6193,0.998
11.047877548,-0.0365,0.7801,0.6179,0.996
11.050534007,-0.0360,0.7806,0.6203,0.998
11.055061871,-0.0346,0.7801,0.6144,0.994
11.059866142,-0.0336,0.7796,0.6139,0.993
11.064994736,-0.0321,0.7786,0.6125,0.991
11.067819632,-0.0302,0.7796,0.6130,0.992
11.071876038,-0.0311,0.7796,0.6139,0.993
11.075427913,-0.0341,0.7815,0.6144,0.995
11.079740517,-0.0375,0.7796,0.6120,0.992
11.083029996,-0.0385,0.7806,0.6115,0.992
11.08743359,-0.0419,0.7810,0.6144,0.995
11.090771975,-0.0434,0.7806,0.6139,0.994
11.095918173,-0.0434,0.7815,0.6154,0.996
11.100515413,-0.0458,0.7810,0.6154,0.995
11.105722757,-0.0478,0.7830,0.6188,0.999
11.108827652,-0.0483,0.7854,0.6213,1.003
11.113651246,-0.0478,0.7864,0.6227,1.004
11.117755934,-0.0468,0.7879,0.6247,1.007
11.12354635,-0.0434,0.7864,0.6232,1.004
11.132267652,-0.0434,0.7869,0.6242,1.005
11.138322027,-0.0395,0.7830,0.6222,1.001
11.14300984,-0.0395,0.7835,0.6203,1.000
11.147702496,-0.0375,0.7840,0.6193,1.000
11.150930257,-0.0355,0.7825,0.6174,0.997
11.155245673,-0.0311,0.7830,0.6154,0.996
11.159174527,-0.0287,0.7820,0.6154,0.996
11.163365048,-0.0248,0.7820,0.6130,0.994
11.166558955,-0.0233,0.7801,0.6135,0.993
11.170318017,-0.0189,0.7801,0.6115,0.991
11.178130309,-0.0175,0.7786,0.6105,0.990
11.18083958,-0.0111,0.7796,0.6105,0.990
11.185225673,-0.0106,0.7786,0.6125,0.991
11.188206663,-0.0077,0.7786,0.6144,0.992
11.193133798,-0.0062,0.7781,0.6159,0.992
11.195919996,-0.0033,0.7781,0.6183,0.994
11.198879163,-0.0038,0.7766,0.6213,0.995
11.203936246,-0.0043,0.7747,0.6188,0.992
11.208018798,-0.0028,0.7752,0.6242,0.995
11.210866038,-0.0018,0.7737,0.6262,0.995
11.214009163,-0.0004,0.7732,0.6276,0.996
11.220817652,-0.0009,0.7723,0.6306,0.997
11.223464111,0.0006,0.7693,0.6330,0.996
11.238233434,0.0026,0.7683,0.6315,0.995
11.241352132,0.0060,0.7644,0.6330,0.993
11.245954215,0.0060,0.7605,0.6350,0.991
11.249239736,0.0065,0.7610,0.6345,0.991
11.253516402,0.0079,0.7605,0.6310,0.988
11.258560048,0.0084,0.7576,0.6301,0.985
11.26296958,0.0045,0.7576,0.6286,0.984
11.26607109,0.0035,0.7566,0.6281,0.983
11.270984215,0.0011,0.7571,0.6296,0.985
11.27564385,-0.0009,0.7605,0.6310,0.988
11.279388069,-0.0033,0.7615,0.6306,0.989
11.283313277,-0.0057,0.7635,0.6301,0.990
11.286097913,-0.0082,0.7674,0.6325,0.994
11.292374163,-0.0140,0.7688,0.6310,0.995
11.297094163,-0.0194,0.7752,0.6310,1.000
11.301908694,-0.0238,0.7786,0.6301,1.002
11.30532734,-0.0263,0.7791,0.6291,1.002
11.308647392,-0.0307,0.7815,0.6291,1.004
11.31422885,-0.0346,0.7810,0.6271,1.002
11.31839734,-0.0365,0.7801,0.6247,1.000
11.321160257,-0.0380,0.7810,0.6281,1.003
11.32370385,-0.0390,0.7810,0.6281,1.003
11.330277027,-0.0390,0.7806,0.6281,1.003
11.333920413,-0.0414,0.7810,0.6257,1.002
11.346399111,-0.0409,0.7806,0.6242,1.000
11.349653486,-0.0351,0.7835,0.6154,0.997
11.354092809,-0.0351,0.7840,0.6159,0.998
11.357682496,-0.0336,0.7825,0.6174,0.997
11.360324944,-0.0336,0.7835,0.6174,0.998
11.366002496,-0.0316,0.7835,0.6188,0.999
11.369032496,-0.0302,0.7845,0.6193,1.000
11.374712027,-0.0316,0.7850,0.6188,1.000
11.380249996,-0.0316,0.7854,0.6164,0.999
11.384395986,-0.0311,0.7845,0.6154,0.998
11.389750725,-0.0316,0.7835,0.6149,0.996
11.395071923,-0.0316,0.7850,0.6105,0.995
11.399027548,-0.0307,0.7859,0.6120,0.997
11.405970152,-0.0307,0.7874,0.6086,0.996
11.4092426,-0.0268,0.7854,0.6081,0.994
11.41278234,-0.0268,0.7869,0.6061,0.994
11.417420048,-0.0268,0.7835,0.6071,0.992
11.4220401,-0.0243,0.7815,0.6095,0.991
11.430603329,-0.0214,0.7810,0.6120,0.992
11.435037548,-0.0209,0.7781,0.6139,0.991
11.454519579,-0.0199,0.7762,0.6174,0.992
11.457942809,-0.0101,0.7649,0.6242,0.987
11.460478225,-0.0087,0.7615,0.6262,0.986
11.464406246,-0.0062,0.7586,0.6301,0.986
11.467763694,-0.0077,0.7581,0.6315,0.987
11.472060257,-0.0062,0.7561,0.6325,0.986
11.478092184,-0.0092,0.7552,0.6330,0.985
11.483246923,-0.0097,0.7556,0.6340,0.986
11.488965621,-0.0136,0.7576,0.6310,0.986
11.493860986,-0.0145,0.7605,0.6350,0.991
11.498259527,-0.0199,0.7644,0.6369,0.995
11.503631715,-0.0248,0.7659,0.6369,0.996
11.507739632,-0.0277,0.7693,0.6359,0.999
11.510968121,-0.0341,0.7732,0.6393,1.004
11.514121923,-0.0380,0.7771,0.6398,1.007
11.518360152,-0.0399,0.7820,0.6408,1.012
11.524601767,-0.0434,0.7874,0.6418,1.017
11.530492548,-0.0424,0.7884,0.6393,1.016
11.533274944,-0.0414,0.7908,0.6359,1.016
11.552820881,-0.0395,0.7923,0.6306,1.013
11.555482444,-0.0287,0.7898,0.6115,0.999
11.559188486,-0.0292,0.7889,0.6091,0.997
11.562045673,-0.0277,0.7879,0.6037,0.993
11.565783381,-0.0268,0.7859,0.6003,0.989
11.570372548,-0.0248,0.7835,0.5978,0.986
11.57545234,-0.0209,0.7796,0.5964,0.982
11.578020256,-0.0194,0.7796,0.5968,0.982
11.582954006,-0.0175,0.7757,0.5964,0.979
11.585878381,-0.0184,0.7752,0.5988,0.980
11.591192548,-0.0175,0.7742,0.6017,0.981
11.595583121,-0.0175,0.7747,0.6056,0.983
11.598491663,-0.0170,0.7737,0.6061,0.983
11.60270609,-0.0165,0.7727,0.6100,0.985
11.606119059,-0.0145,0.7737,0.6130,0.987
11.609114423,-0.0145,0.7747,0.6154,0.989
11.613822236,-0.0121,0.7752,0.6203,0.993
11.619146663,-0.0116,0.7723,0.6232,0.992
11.625777548,-0.0092,0.7718,0.6296,0.996
11.63413359,-0.0116,0.7708,0.6335,0.998
11.640439006,-0.0155,0.7683,0.6379,0.999
11.644083121,-0.0160,0.7683,0.6408,1.001
11.64931359,-0.0155,0.7679,0.6437,1.002
11.652056871,-0.0160,0.7659,0.6437,1.001
11.656749111,-0.0165,0.7659,0.6428,1.000
11.661157444,-0.0170,0.7649,0.6433,1.000
11.663842809,-0.0175,0.7635,0.6428,0.998
11.667700152,-0.0175,0.7649,0.6428,0.999
11.673581454,-0.0189,0.7659,0.6408,0.999
11.677702131,-0.0204,0.7674,0.6403,1.000
11.683603277,-0.0219,0.7723,0.6389,1.002
11.689246767,-0.0224,0.7737,0.6296,0.998
11.692637392,-0.0224,0.7747,0.6286,0.998
11.696646975,-0.0233,0.7747,0.6266,0.997
11.699465829,-0.0243,0.7766,0.6218,0.995
11.706868277,-0.0253,0.7786,0.6218,0.997
11.710149163,-0.0263,0.7801,0.6179,0.995
11.712660673,-0.0263,0.7796,0.6149,0.993
11.717728329,-0.0272,0.7830,0.6110,0.994
11.722091767,-0.0297,0.7810,0.6066,0.989
11.735686819,-0.0311,0.7825,0.6042,0.989
11.739052913,-0.0341,0.7869,0.6037,0.992
11.742419267,-0.0341,0.7879,0.6056,0.994
11.746367236,-0.0346,0.7869,0.6056,0.994
11.755017444,-0.0341,0.7864,0.6061,0.993
11.758370829,-0.0326,0.7845,0.6056,0.992
