# Target Sample Rate: 400 Hz
time,gFx,gFy,gFz,TgF
26.157799886,0.0333,0.3496,0.9711,1.033
26.162601866,0.0348,0.3540,0.9794,1.042
26.167507491,0.0407,0.3560,0.9809,1.044
26.170888584,0.0495,0.3564,0.9819,1.046
26.17527197,0.0544,0.3574,0.9824,1.047
26.180027126,0.0676,0.3550,0.9765,1.041
26.183750355,0.0768,0.3535,0.9692,1.034
26.186530355,0.0827,0.3530,0.9633,1.029
26.198323584,0.0895,0.3516,0.9579,1.024
26.201843897,0.1164,0.3442,0.9208,0.990
26.206162334,0.1223,0.3418,0.9144,0.984
26.209817282,0.1291,0.3437,0.9047,0.976
26.215906657,0.1330,0.3442,0.9027,0.975
26.218559782,0.1428,0.3535,0.8881,0.966
26.222082959,0.1472,0.3569,0.8827,0.963
26.224648272,0.1501,0.3608,0.8744,0.958
26.228367959,0.1521,0.3672,0.8587,0.946
26.232209574,0.1545,0.3701,0.8529,0.942
26.236436657,0.1521,0.3775,0.8407,0.934
26.240002543,0.1535,0.3799,0.8353,0.930
26.242500615,0.1560,0.3833,0.8299,0.927
26.245045459,0.1560,0.3877,0.8255,0.925
26.248825563,0.1555,0.3926,0.8206,0.923
26.25179697,0.1535,0.3985,0.8109,0.916
26.256863532,0.1496,0.4048,0.7957,0.905
26.259607438,0.1477,0.4097,0.7874,0.900
26.26391072,0.1443,0.4161,0.7747,0.891
26.267805511,0.1448,0.4205,0.7708,0.890
26.271156918,0.1423,0.4258,0.7610,0.884
26.273913532,0.1394,0.4307,0.7571,0.882
26.278461032,0.1384,0.4351,0.7532,0.881
26.282141761,0.1384,0.4424,0.7478,0.880
26.285734938,0.1379,0.4463,0.7478,0.882
26.28857749,0.1404,0.4493,0.7483,0.884
26.294868793,0.1433,0.4537,0.7488,0.887
26.310228168,0.1521,0.4591,0.7547,0.896
26.314940772,0.1692,0.4459,0.7859,0.919
26.319853324,0.1790,0.4380,0.8025,0.932
26.324130355,0.1863,0.4327,0.8109,0.938
26.327133897,0.1921,0.4297,0.8153,0.941
26.329743115,0.1965,0.4258,0.8196,0.944
26.336409365,0.2058,0.4219,0.8280,0.952
26.339657334,0.2117,0.4180,0.8407,0.962
26.34493973,0.2136,0.4190,0.8578,0.978
26.348898115,0.2122,0.4190,0.8739,0.992
26.351542699,0.2136,0.4180,0.8817,0.999
26.355478428,0.2136,0.4195,0.8885,1.006
26.359620147,0.2112,0.4195,0.8944,1.010
26.36309374,0.2049,0.4195,0.9032,1.017
26.36957848,0.2005,0.4165,0.9125,1.023
26.372378115,0.1951,0.4136,0.9203,1.028
26.378952282,0.1975,0.4087,0.9296,1.035
26.383127022,0.1970,0.4029,0.9398,1.041
26.387750876,0.1956,0.3980,0.9545,1.052
26.39797447,0.1951,0.3970,0.9604,1.057
26.41514749,0.1824,0.3950,0.9833,1.075
26.418173532,0.1677,0.4029,1.0048,1.095
26.421609313,0.1648,0.4038,1.0053,1.096
26.424489574,0.1589,0.4058,1.0009,1.092
26.428948428,0.1570,0.4087,0.9995,1.091
26.434316032,0.1550,0.4077,1.0024,1.093
26.438373845,0.1506,0.4058,1.0078,1.097
26.441760251,0.1491,0.4053,1.0102,1.099
26.445240199,0.1467,0.4019,1.0175,1.104
26.449581865,0.1433,0.4009,1.0239,1.109
26.453900407,0.1374,0.3985,1.0346,1.117
26.456488376,0.1360,0.3970,1.0390,1.121
26.459438792,0.1330,0.3960,1.0429,1.124
26.464402178,0.1340,0.3931,1.0498,1.129
26.469226397,0.1364,0.3950,1.0517,1.132
26.476526449,0.1345,0.3970,1.0498,1.130
26.48027124,0.1364,0.3960,1.0469,1.128
26.485950095,0.1384,0.3950,1.0478,1.128
26.494761397,0.1433,0.3936,1.0503,1.131
26.499753272,0.1584,0.3784,1.0517,1.129
26.510136084,0.1648,0.3750,1.0483,1.126
26.512836709,0.2005,0.3604,1.0351,1.114
26.515783376,0.2068,0.3574,1.0298,1.109
26.520241605,0.2180,0.3535,1.0224,1.104
26.523605615,0.2234,0.3540,1.0195,1.102
26.526490511,0.2278,0.3530,1.0146,1.098
26.529017022,0.2307,0.3520,1.0117,1.096
26.53284447,0.2317,0.3516,1.0073,1.092
26.535397074,0.2386,0.3530,1.0019,1.089
26.541847386,0.2444,0.3599,0.9995,1.090
26.546605667,0.2488,0.3682,0.9941,1.089
26.550327074,0.2552,0.3765,0.9863,1.086
26.557199626,0.2601,0.3862,0.9721,1.078
26.560684782,0.2630,0.3950,0.9584,1.069
26.56707249,0.2625,0.4014,0.9511,1.065
26.570097126,0.2591,0.4058,0.9482,1.063
26.575426813,0.2527,0.4097,0.9413,1.057
26.579497334,0.2483,0.4151,0.9384,1.056
26.58331348,0.2439,0.4224,0.9379,1.057
26.588483428,0.2439,0.4278,0.9354,1.057
26.59856249,0.2459,0.4327,0.9315,1.056
26.601962334,0.2513,0.4395,0.9218,1.052
26.605752282,0.2522,0.4424,0.9169,1.049
26.608662751,0.2537,0.4410,0.9164,1.048
26.612147282,0.2527,0.4380,0.9139,1.045
26.615219626,0.2488,0.4278,0.9120,1.038
26.619034522,0.2435,0.4219,0.9086,1.031
26.621835563,0.2356,0.4136,0.9066,1.024
26.624811501,0.2278,0.4077,0.9047,1.018
26.630188532,0.2088,0.3902,0.9022,1.005
26.632761032,0.1990,0.3814,0.9017,0.999
26.636959001,0.1785,0.3647,0.9056,0.993
26.642828949,0.1589,0.3481,0.9105,0.988
26.647612855,0.1399,0.3345,0.9247,0.993
26.652218063,0.1203,0.3213,0.9403,1.001
26.654753167,0.1091,0.3149,0.9491,1.006
26.659249313,0.0959,0.3095,0.9584,1.012
26.662291344,0.0715,0.3017,0.9828,1.031
26.667732647,0.0465,0.2959,1.0126,1.056
26.671985928,0.0368,0.2915,1.0268,1.068
26.674914001,0.0167,0.2832,1.0566,1.094
26.679731605,-0.0018,0.2753,1.0786,1.113
26.682293063,-0.0097,0.2709,1.0899,1.123
26.686786761,-0.0219,0.2626,1.1118,1.143
26.697267855,-0.0316,0.2543,1.1289,1.158
26.717519417,-0.0414,0.2426,1.1451,1.171
26.721520355,-0.0952,0.2328,1.1319,1.159
26.724308376,-0.1049,0.2367,1.1231,1.153
26.726841657,-0.1123,0.2402,1.1128,1.144
26.732736657,-0.1264,0.2529,1.0908,1.127
26.735792126,-0.1318,0.2582,1.0801,1.118
26.740482855,-0.1460,0.2734,1.0591,1.103
26.744632334,-0.1621,0.2871,1.0469,1.098
26.74752624,-0.1704,0.2959,1.0381,1.093
26.752078584,-0.1856,0.3134,1.0195,1.083
26.757573792,-0.2041,0.3305,0.9926,1.066
26.763257386,-0.2158,0.3467,0.9653,1.048
26.767791084,-0.2232,0.3638,0.9403,1.033
26.771443324,-0.2237,0.3721,0.9296,1.026
26.775533844,-0.2232,0.3867,0.9017,1.006
26.778110251,-0.2222,0.3936,0.8885,0.997
26.781081761,-0.2222,0.4004,0.8724,0.985
26.784505094,-0.2178,0.4151,0.8441,0.966
26.797256032,-0.2114,0.4336,0.8118,0.944
26.80035499,-0.1914,0.4649,0.7595,0.911
26.814444522,-0.1846,0.4722,0.7468,0.903
26.817642438,-0.1318,0.5060,0.6911,0.867
26.820297074,-0.1230,0.5128,0.6858,0.865
26.824004522,-0.1093,0.5196,0.6740,0.858
26.82685124,-0.1010,0.5226,0.6726,0.858
26.829529522,-0.0956,0.5245,0.6672,0.854
26.832317803,-0.0873,0.5289,0.6628,0.852
26.837432751,-0.0756,0.5348,0.6545,0.849
26.842383167,-0.0654,0.5367,0.6511,0.846
26.845355459,-0.0605,0.5382,0.6506,0.847
26.850106657,-0.0561,0.5402,0.6530,0.849
26.853354157,-0.0492,0.5421,0.6594,0.855
26.855971813,-0.0463,0.5426,0.6643,0.859
26.860273844,-0.0443,0.5421,0.6721,0.865
26.865942594,-0.0429,0.5363,0.6990,0.882
26.870297699,-0.0448,0.5343,0.7087,0.889
26.874088688,-0.0468,0.5309,0.7346,0.908
26.880631917,-0.0526,0.5265,0.7537,0.921
26.883557542,-0.0566,0.5211,0.7688,0.931
26.887901188,-0.0590,0.5192,0.7825,0.941
26.898007594,-0.0595,0.5152,0.7933,0.948
26.900958115,-0.0624,0.4952,0.8348,0.973
26.910758636,-0.0619,0.4889,0.8402,0.974
26.913387907,-0.0585,0.4527,0.8553,0.969
26.918726188,-0.0536,0.4307,0.8626,0.966
26.922561084,-0.0463,0.4097,0.8729,0.965
26.925631605,-0.0434,0.3950,0.8788,0.964
26.930038532,-0.0385,0.3726,0.8934,0.969
26.933748167,-0.0355,0.3608,0.8998,0.970
26.937059574,-0.0331,0.3506,0.9061,0.972
26.939691761,-0.0292,0.3305,0.9227,0.981
26.94313848,-0.0282,0.3222,0.9296,0.984
26.946429053,-0.0263,0.3134,0.9335,0.985
26.950426657,-0.0214,0.3012,0.9438,0.991
26.952967699,-0.0180,0.2944,0.9501,0.995
26.955736605,-0.0155,0.2890,0.9555,0.998
26.958277074,-0.0116,0.2827,0.9594,1.000
26.963795146,-0.0043,0.2748,0.9731,1.011
26.970322751,0.0001,0.2680,0.9824,1.018
26.974541032,0.0035,0.2621,0.9877,1.022
26.980051084,0.0084,0.2592,0.9931,1.026
26.982837646,0.0158,0.2553,0.9970,1.029
26.986233584,0.0187,0.2538,0.9970,1.029
26.995883949,0.0275,0.2529,0.9975,1.029
27.013389469,0.0519,0.2470,0.9877,1.019
27.016531449,0.0866,0.2323,0.9403,0.972
27.020140719,0.0895,0.2299,0.9306,0.963
27.023222126,0.0871,0.2309,0.9120,0.945
27.026750824,0.0856,0.2328,0.9022,0.936
27.029560355,0.0856,0.2387,0.8929,0.928
27.033813949,0.0812,0.2450,0.8744,0.912
27.036826449,0.0807,0.2499,0.8651,0.904
27.044913844,0.0783,0.2568,0.8578,0.899
27.048449626,0.0622,0.2812,0.8348,0.883
27.051169469,0.0573,0.2851,0.8319,0.881
27.055747855,0.0534,0.2954,0.8265,0.879
27.058658792,0.0539,0.2978,0.8255,0.879
27.065147698,0.0446,0.3125,0.8148,0.874
27.068082386,0.0417,0.3257,0.8084,0.873
27.071260251,0.0417,0.3301,0.8045,0.871
27.074365563,0.0426,0.3354,0.8045,0.873
27.07699874,0.0417,0.3393,0.8040,0.874
27.080380459,0.0407,0.3447,0.8030,0.875
27.083805719,0.0363,0.3511,0.8011,0.875
27.088921865,0.0285,0.3574,0.7996,0.876
27.092271344,0.0270,0.3604,0.8025,0.880
27.095427438,0.0216,0.3652,0.8069,0.886
27.09951499,0.0182,0.3657,0.8138,0.892
27.105704469,0.0162,0.3682,0.8226,0.901
27.109930928,0.0055,0.3799,0.8416,0.923
27.126378219,-0.0004,0.3833,0.8495,0.932
27.129739209,-0.0180,0.3965,0.8807,0.966
27.134330198,-0.0184,0.3990,0.8885,0.974
27.13742348,-0.0189,0.3999,0.8900,0.976
27.142298115,-0.0204,0.4038,0.8915,0.979
27.148802334,-0.0219,0.4077,0.8934,0.982
27.154892073,-0.0253,0.4077,0.8925,0.982
27.159048688,-0.0307,0.4087,0.8978,0.987
27.164980251,-0.0321,0.4117,0.9052,0.995
27.167538792,-0.0336,0.4117,0.9100,0.999
27.170649678,-0.0360,0.4112,0.9125,1.001
27.174197594,-0.0375,0.4146,0.9110,1.002
27.179313896,-0.0375,0.4156,0.9052,0.997
27.181784417,-0.0341,0.4170,0.9022,0.995
27.186396813,-0.0287,0.4117,0.9012,0.991
27.197179573,-0.0258,0.4107,0.9042,0.993
27.20004348,-0.0160,0.3965,0.9091,0.992
27.203635511,-0.0180,0.3843,0.9120,0.990
27.206715771,-0.0194,0.3789,0.9120,0.988
27.209226188,-0.0219,0.3726,0.9149,0.988
27.214083532,-0.0307,0.3628,0.9198,0.989
27.220261136,-0.0390,0.3540,0.9291,0.995
27.224964938,-0.0483,0.3437,0.9408,1.003
27.227912594,-0.0497,0.3393,0.9467,1.007
27.232379469,-0.0531,0.3325,0.9623,1.020
27.236828688,-0.0526,0.3237,0.9819,1.035
27.242119417,-0.0531,0.3174,0.9897,1.041
27.245499834,-0.0531,0.3149,0.9931,1.043
27.248265459,-0.0522,0.3130,0.9980,1.047
27.252105719,-0.0453,0.3066,1.0063,1.053
27.25506223,-0.0390,0.3042,1.0078,1.053
27.258270771,-0.0321,0.2993,1.0102,1.054
27.261348011,-0.0214,0.2949,1.0175,1.060
27.264226969,-0.0155,0.2905,1.0175,1.058
27.267418532,-0.0082,0.2871,1.0170,1.057
27.272260459,0.0045,0.2797,1.0161,1.054
27.277193219,0.0192,0.2719,1.0136,1.050
27.28733848,0.0241,0.2704,1.0078,1.044
27.29002749,0.0299,0.2670,1.0034,1.039
27.296134678,0.0602,0.2621,0.9770,1.013
27.30106473,0.0627,0.2636,0.9701,1.007
27.3059615,0.0695,0.2685,0.9462,0.986
27.309886969,0.0715,0.2758,0.9315,0.974
27.314776657,0.0724,0.2836,0.9208,0.966
27.320115667,0.0744,0.2978,0.9139,0.964
27.324067959,0.0729,0.3120,0.9100,0.965
27.327407855,0.0724,0.3188,0.9052,0.962
27.329965615,0.0715,0.3266,0.9017,0.962
27.33299374,0.0729,0.3349,0.8983,0.961
27.335568792,0.0705,0.3423,0.8959,0.962
27.339664,0.0685,0.3579,0.8910,0.963
27.346609209,0.0666,0.3716,0.8885,0.965
27.350435198,0.0656,0.3853,0.8885,0.971
27.355077542,0.0646,0.3955,0.8881,0.974
27.358543688,0.0636,0.3999,0.8895,0.977
27.363432803,0.0661,0.4068,0.8905,0.981
27.369117542,0.0724,0.4097,0.8939,0.986
27.373164625,0.0749,0.4097,0.9042,0.995
27.377081448,0.0793,0.4092,0.9130,1.004
27.383621396,0.0803,0.4068,0.9237,1.013
27.38873275,0.0827,0.4024,0.9286,1.015
27.395311084,0.0827,0.4009,0.9320,1.018
27.398779313,0.0812,0.3955,0.9350,1.018
27.403384886,0.0793,0.3931,0.9350,1.017
27.411725667,0.0793,0.3882,0.9340,1.015
27.416032646,0.0783,0.3770,0.9237,1.001
27.420441605,0.0778,0.3687,0.9179,0.992
27.423053011,0.0768,0.3652,0.9149,0.988
27.425747959,0.0754,0.3604,0.9120,0.983
27.429937907,0.0734,0.3569,0.9086,0.979
27.43324249,0.0666,0.3545,0.9056,0.975
27.436343323,0.0636,0.3520,0.9032,0.971
27.439763375,0.0558,0.3506,0.9027,0.970
27.442404105,0.0519,0.3481,0.9042,0.970
27.447961188,0.0446,0.3442,0.9081,0.972
27.45306124,0.0348,0.3398,0.9149,0.977
27.457733167,0.0290,0.3354,0.9227,0.982
27.460947386,0.0241,0.3320,0.9257,0.984
27.465668532,0.0192,0.3261,0.9345,0.990
27.469818167,0.0148,0.3237,0.9408,0.995
27.473741032,0.0114,0.3281,0.9565,1.011
27.47780499,0.0133,0.3325,0.9765,1.032
27.48064374,0.0133,0.3349,0.9843,1.040
27.485181761,0.0206,0.3398,0.9975,1.054
27.488082646,0.0216,0.3423,1.0068,1.064
27.491436136,0.0211,0.3457,1.0141,1.072
27.495343844,0.0177,0.3525,1.0268,1.086
27.498286657,0.0167,0.3550,1.0327,1.092
27.507318688,0.0182,0.3569,1.0361,1.096
27.510646969,0.0314,0.3623,1.0522,1.113
27.523419625,0.0368,0.3638,1.0581,1.119
27.526575094,0.0617,0.3735,1.0732,1.138
27.530393375,0.0656,0.3750,1.0727,1.138
27.533157802,0.0768,0.3745,1.0703,1.137
27.53868723,0.0832,0.3750,1.0659,1.133
27.544082021,0.0934,0.3750,1.0429,1.112
27.547554105,0.0993,0.3750,1.0322,1.103
27.551346188,0.1042,0.3760,1.0058,1.079
27.556487959,0.1105,0.3779,0.9780,1.054
27.5596065,0.1125,0.3823,0.9628,1.042
27.564599938,0.1193,0.3921,0.9330,1.019
27.567786709,0.1203,0.3955,0.9193,1.008
27.571858844,0.1228,0.4019,0.8978,0.991
27.576294052,0.1247,0.4141,0.8817,0.982
27.578819521,0.1223,0.4209,0.8739,0.978
27.582225823,0.1184,0.4253,0.8675,0.973
27.585868636,0.1135,0.4327,0.8617,0.971
27.588508271,0.1101,0.4380,0.8597,0.971
27.596795198,0.1081,0.4415,0.8563,0.969
27.611550355,0.1120,0.4547,0.8514,0.972
27.614219365,0.1208,0.4630,0.8499,0.975
27.619196969,0.1247,0.4634,0.8499,0.976
27.62361473,0.1291,0.4595,0.8480,0.973
27.627697282,0.1320,0.4566,0.8475,0.972
27.630385823,0.1360,0.4537,0.8451,0.969
27.636960302,0.1457,0.4503,0.8436,0.967
27.640149834,0.1550,0.4454,0.8407,0.964
27.644557125,0.1648,0.4424,0.8402,0.964
27.647777021,0.1682,0.4395,0.8382,0.961
27.650812959,0.1760,0.4376,0.8407,0.964
27.653617125,0.1790,0.4366,0.8436,0.967
27.657356188,0.1819,0.4390,0.8436,0.968
27.662279313,0.1848,0.4395,0.8485,0.973
27.664831709,0.1838,0.4405,0.8504,0.975
27.667869,0.1863,0.4415,0.8519,0.977
27.672102802,0.1873,0.4424,0.8573,0.983
27.675473115,0.1868,0.4434,0.8587,0.984
27.679619677,0.1834,0.4468,0.8592,0.986
27.683618011,0.1809,0.4498,0.8568,0.984
27.686686969,0.1799,0.4532,0.8563,0.985
27.696971605,0.1780,0.4542,0.8553,0.985
27.699872594,0.1765,0.4566,0.8534,0.984
27.70344473,0.1677,0.4610,0.8519,0.983
27.706693167,0.1677,0.4591,0.8543,0.984
27.709332021,0.1692,0.4586,0.8553,0.985
27.711992698,0.1692,0.4561,0.8582,0.987
27.716059469,0.1741,0.4527,0.8670,0.993
27.719241969,0.1770,0.4512,0.8705,0.996
27.721865823,0.1780,0.4503,0.8758,1.001
27.724757959,0.1799,0.4498,0.8802,1.005
27.730425459,0.1853,0.4449,0.8871,1.010
27.742327907,0.1902,0.4424,0.8905,1.012
27.744838115,0.1970,0.4317,0.9017,1.019
27.748102282,0.1956,0.4288,0.9091,1.024
27.751710667,0.1951,0.4214,0.9183,1.029
27.757972021,0.1956,0.4131,0.9276,1.034
27.763218167,0.1902,0.4063,0.9379,1.040
27.768509834,0.1868,0.3990,0.9457,1.043
27.773117594,0.1834,0.3960,0.9501,1.046
27.777823271,0.1750,0.3882,0.9604,1.051
27.781725459,0.1677,0.3853,0.9765,1.063
27.784180302,0.1609,0.3819,0.9863,1.070
27.786886188,0.1560,0.3789,0.9970,1.078
27.796552282,0.1506,0.3794,1.0058,1.085
27.800782907,0.1335,0.3789,1.0444,1.119
27.811433584,0.1301,0.3775,1.0537,1.127
27.815291813,0.1164,0.3740,1.0942,1.162
27.8180865,0.1135,0.3735,1.1030,1.170
27.822501188,0.1027,0.3740,1.1187,1.184
27.825034782,0.1008,0.3745,1.1250,1.190
27.830642073,0.0959,0.3740,1.1343,1.198
27.834186136,0.0939,0.3716,1.1392,1.202
27.838587907,0.0905,0.3726,1.1456,1.208
27.843865094,0.0856,0.3765,1.1490,1.212
27.84867124,0.0842,0.3809,1.1519,1.216
27.853562907,0.0832,0.3823,1.1519,1.217
27.859987438,0.0837,0.3828,1.1441,1.209
27.864063063,0.0827,0.3838,1.1338,1.200
27.867152959,0.0837,0.3862,1.1236,1.191
27.870489573,0.0832,0.3867,1.1138,1.182
27.874693323,0.0832,0.3921,1.0913,1.163
27.879493115,0.0842,0.3975,1.0649,1.140
27.882613844,0.0851,0.3985,1.0547,1.131
27.887401344,0.0827,0.4033,1.0254,1.105
27.895855407,0.0827,0.4053,1.0107,1.092
27.901712438,0.0803,0.4082,0.9643,1.050
27.911187959,0.0817,0.4151,0.9232,1.016
27.913945302,0.0817,0.4175,0.8885,0.985
27.917901709,0.0807,0.4224,0.8705,0.971
27.922741813,0.0798,0.4273,0.8563,0.960
27.926184521,0.0788,0.4292,0.8499,0.955
27.930807386,0.0759,0.4361,0.8382,0.948
27.934556917,0.0744,0.4395,0.8275,0.940
27.937101604,0.0734,0.4420,0.8240,0.938
27.940629521,0.0734,0.4463,0.8162,0.933
27.945871188,0.0744,0.4512,0.8109,0.931
27.948768063,0.0773,0.4532,0.7986,0.922
27.952428584,0.0807,0.4561,0.7894,0.915
27.959098688,0.0817,0.4600,0.7815,0.911
27.962771865,0.0856,0.4620,0.7776,0.909
27.966733427,0.0900,0.4669,0.7762,0.910
27.971369625,0.0920,0.4708,0.7766,0.913
27.975658427,0.1027,0.4859,0.7791,0.924
27.980381344,0.1076,0.4908,0.7791,0.927
27.982875459,0.1110,0.5001,0.7742,0.928
27.985888323,0.1120,0.5055,0.7718,0.929
27.99093775,0.1091,0.5113,0.7649,0.927
27.993659313,0.1071,0.5128,0.7610,0.924
27.997867802,0.1027,0.5138,0.7552,0.919
28.006677229,0.0993,0.5148,0.7532,0.918
28.01106525,0.0851,0.5108,0.7586,0.918
28.02526775,0.0778,0.5079,0.7620,0.919
28.029069573,0.0314,0.4737,0.8113,0.940
28.034104417,0.0187,0.4644,0.8196,0.942
28.03757525,0.0089,0.4547,0.8245,0.942
28.040995146,0.0040,0.4493,0.8265,0.941
28.043775667,0.0011,0.4439,0.8289,0.940
28.047206917,-0.0004,0.4390,0.8294,0.938
28.05459499,-0.0038,0.4332,0.8333,0.939
28.058190302,-0.0121,0.4112,0.8548,0.949
28.063303063,-0.0189,0.3994,0.8695,0.957
28.067821188,-0.0253,0.3862,0.8822,0.963
28.073082959,-0.0321,0.3755,0.8954,0.971
28.078165875,-0.0365,0.3677,0.9096,0.982
28.081215615,-0.0390,0.3638,0.9169,0.987
28.086200406,-0.0360,0.3613,0.9315,1.000
28.090489625,-0.0355,0.3599,0.9442,1.011
28.094649521,-0.0360,0.3594,0.9501,1.016
28.098081448,-0.0336,0.3574,0.9565,1.022
28.102810979,-0.0351,0.3574,0.9589,1.024
28.105347594,-0.0380,0.3564,0.9613,1.026
28.107958011,-0.0399,0.3574,0.9613,1.026
28.111622646,-0.0443,0.3564,0.9628,1.028
28.11618025,-0.0512,0.3569,0.9526,1.019
28.118883375,-0.0522,0.3589,0.9472,1.014
28.123980823,-0.0575,0.3608,0.9369,1.006
28.128225875,-0.0610,0.3647,0.9227,0.994
28.130747125,-0.0614,0.3667,0.9154,0.988
28.133666448,-0.0644,0.3687,0.9076,0.982
28.136691709,-0.0683,0.3711,0.9017,0.977
28.140768948,-0.0785,0.3735,0.8939,0.972
28.14499624,-0.0820,0.3770,0.8905,0.970
28.147584209,-0.0869,0.3784,0.8876,0.969
28.150739833,-0.0966,0.3819,0.8837,0.967
28.15660249,-0.1025,0.3877,0.8778,0.965
28.161202229,-0.1074,0.3916,0.8700,0.960
28.164408479,-0.1103,0.3941,0.8675,0.959
28.168528792,-0.1171,0.3980,0.8631,0.958
28.172523167,-0.1215,0.4014,0.8607,0.957
28.175063844,-0.1250,0.4043,0.8607,0.959
28.179718583,-0.1279,0.4053,0.8622,0.961
28.184782333,-0.1357,0.4112,0.8631,0.966
28.190059,-0.1440,0.4165,0.8646,0.970
28.193600302,-0.1523,0.4200,0.8680,0.976
28.196862281,-0.1582,0.4248,0.8739,0.984
28.206371552,-0.1650,0.4288,0.8773,0.990
28.209712906,-0.1738,0.4317,0.8817,0.997
28.213776396,-0.1748,0.4341,0.8822,0.999
28.220816917,-0.1782,0.4380,0.8837,1.002
28.226505927,-0.1831,0.4415,0.8856,1.006
28.229736188,-0.1836,0.4439,0.8827,1.005
28.234675771,-0.1851,0.4459,0.8827,1.006
28.238791136,-0.1860,0.4454,0.8773,1.001
28.245348167,-0.1865,0.4449,0.8690,0.994
28.250113427,-0.1860,0.4434,0.8578,0.983
28.255631865,-0.1875,0.4459,0.8460,0.975
28.259046969,-0.1880,0.4463,0.8416,0.971
28.263613844,-0.1860,0.4488,0.8333,0.965
28.267008636,-0.1875,0.4493,0.8314,0.963
28.271269625,-0.1860,0.4522,0.8299,0.963
28.276165823,-0.1865,0.4586,0.8260,0.963
28.279255302,-0.1870,0.4615,0.8260,0.964
28.283892073,-0.1865,0.4669,0.8182,0.960
28.288078792,-0.1924,0.4718,0.8148,0.961
28.290794625,-0.1948,0.4732,0.8123,0.960
28.295102229,-0.1963,0.4742,0.8089,0.958
28.298346031,-0.2022,0.4781,0.8021,0.955
28.301017386,-0.2031,0.4815,0.7986,0.954
28.307437386,-0.2075,0.4845,0.7933,0.952
28.311576761,-0.2144,0.4874,0.7859,0.949
28.325662802,-0.2149,0.4879,0.7825,0.947
28.328831136,-0.2031,0.4806,0.7889,0.946
28.332089729,-0.1939,0.4752,0.7981,0.949
28.334660875,-0.1914,0.4732,0.8021,0.951
28.3380265,-0.1880,0.4693,0.8069,0.952
28.343466396,-0.1851,0.4634,0.8226,0.962
28.349596865,-0.1821,0.4561,0.8387,0.972
28.353231865,-0.1831,0.4478,0.8578,0.985
28.356069313,-0.1846,0.4434,0.8661,0.990
28.35913249,-0.1856,0.4405,0.8724,0.995
28.363945823,-0.1851,0.4312,0.8866,1.003
28.376220979,-0.1816,0.4248,0.8959,1.008
28.381009156,-0.1699,0.4024,0.9130,1.012
28.385590771,-0.1650,0.3941,0.9208,1.015
28.388711969,-0.1626,0.3916,0.9223,1.015
28.39993775,-0.1611,0.3872,0.9257,1.016
28.40572124,-0.1421,0.3775,0.9223,1.007
28.410259469,-0.1328,0.3745,0.9188,1.001
28.415011083,-0.1250,0.3731,0.9169,0.998
28.419651969,-0.1220,0.3716,0.9115,0.992
28.42476249,-0.1181,0.3701,0.9047,0.985
28.429887021,-0.1157,0.3691,0.8954,0.975
28.43469176,-0.1108,0.3672,0.8934,0.972
28.437235667,-0.1098,0.3677,0.8895,0.969
28.443312177,-0.1123,0.3701,0.8841,0.965
28.448564156,-0.1127,0.3750,0.8783,0.962
28.451080771,-0.1132,0.3799,0.8749,0.960
28.456280354,-0.1162,0.3887,0.8734,0.963
28.462799833,-0.1162,0.3931,0.8685,0.960
28.469361552,-0.1157,0.4019,0.8607,0.957
28.473640875,-0.1132,0.4102,0.8602,0.960
28.476197698,-0.1132,0.4117,0.8617,0.962
28.480060042,-0.1132,0.4180,0.8636,0.966
28.486136448,-0.1123,0.4224,0.8661,0.970
28.489086188,-0.1123,0.4258,0.8646,0.970
28.492419521,-0.1142,0.4288,0.8636,0.971
28.496108688,-0.1167,0.4336,0.8626,0.973
28.504329521,-0.1220,0.4390,0.8592,0.973
28.509711292,-0.1259,0.4478,0.8578,0.976
28.516857906,-0.1284,0.4551,0.8587,0.980
28.520796708,-0.1235,0.4634,0.8563,0.981
28.525356292,-0.1225,0.4659,0.8548,0.981
28.529618896,-0.1220,0.4713,0.8543,0.983
28.534264208,-0.1186,0.4737,0.8529,0.983
28.537655094,-0.1181,0.4732,0.8524,0.982
28.540929781,-0.1162,0.4713,0.8558,0.984
28.546635667,-0.1127,0.4678,0.8558,0.982
28.550413792,-0.1113,0.4630,0.8612,0.984
28.553142854,-0.1103,0.4630,0.8636,0.986
28.556403635,-0.1079,0.4610,0.8617,0.983
28.563416344,-0.1079,0.4600,0.8622,0.983
28.568692125,-0.1054,0.4595,0.8670,0.987
28.571362385,-0.1020,0.4576,0.8710,0.989
28.575511813,-0.0966,0.4595,0.8788,0.996
28.578790563,-0.0966,0.4595,0.8822,0.999
28.582753896,-0.0947,0.4600,0.8832,1.000
28.586477125,-0.0898,0.4586,0.8827,0.999
28.589680615,-0.0873,0.4581,0.8832,0.999
28.598922906,-0.0844,0.4586,0.8846,1.000
28.604080823,-0.0781,0.4586,0.8910,1.005
28.608580458,-0.0717,0.4620,0.8968,1.011
28.611604937,-0.0654,0.4634,0.9022,1.016
28.614311135,-0.0619,0.4664,0.9037,1.019
28.618784208,-0.0580,0.4703,0.9061,1.023
28.625975458,-0.0502,0.4718,0.9047,1.022
28.629180771,-0.0443,0.4732,0.9056,1.023
28.63430999,-0.0370,0.4771,0.9071,1.026
28.638550406,-0.0326,0.4776,0.9110,1.029
28.644709625,-0.0180,0.4791,0.9276,1.044
